71.864,56.864,15.137
95.327,83.352,-0.26069
127.2,102.36,11.384
134.18,140.05,21.357
172.48,155.47,14.066
192.56,184.36,15.83
138.35,128.03,14.389
135.3,130.56,12.573
135,130.45,9.8542
131.76,133.17,8.0997
130.54,133.94,5.6835
128.5,135.5,3.5355
122.83,110.3,11.68
119.6,113.16,11.784
122.14,111.12,9.2761
118.51,114.33,9.5583
119.11,113.93,7.9268
118,115,7.0711
117.29,103.97,10.62
112.73,107.77,13.773
117.09,104.46,7.0918
111.92,108.74,10.915
113.28,107.81,7.5324
112,109,7.0711
112.84,98.988,9.8375
114.67,97.654,9.4401
114.72,96.922,6.8455
116.68,95.547,6.5979
117.32,94.613,4.7404
118.5,93.5,3.5355
71.864,56.864,15.137
67.644,56.725,15.266
64.403,59.793,12.462
61.425,62.71,11.3
60.6,67.042,11.699
57,69.25,11.877
93.87,79.155,8.4568
93.826,79.126,9.4257
91.669,81.384,5.422
91.769,81.198,6.7297
90.321,82.689,4.3941
89.5,83.5,3.5355
186.98,177.25,15.582
184.03,179.51,16.208
184.36,179.2,11.218
181.18,181.63,12.227
180.41,182.19,9.1209
178.67,183.5,7.683
192.56,184.36,15.83
195.12,185.33,14.589
197.36,187.25,12.84
200.36,187.16,12.798
203.08,187.56,12.255
205.38,189.25,11.267
71.864,56.864,15.137
74.082,54.523,13.314
75.267,51.44,10.757
76.99,48.823,10.341
79.152,46.381,9.6726
80.909,43.727,8.7433
80.909,43.727,8.7433
80.736,43.209,8.422
80.564,42.691,8.1006
80.391,42.173,7.7792
80.218,41.655,7.4579
80.046,41.136,7.1365
57,69.25,11.877
55.004,68.733,10.703
52.993,69.121,9.2712
50.858,69.077,8.1046
49.097,70.352,7.1822
47,70,5.831
205.38,189.25,11.267
206.14,190.66,10.456
206.66,192.12,9.1781
207.62,193.49,8.5653
208.31,194.89,7.9942
208.5,196.5,6.5192
80.909,43.727,8.7433
82.243,43.647,8.1094
83.451,43.093,7.6453
84.965,43.086,6.8415
86.09,43.913,6.2878
87.333,44.333,5.6765
192.56,184.36,15.83
191.11,187.37,12.705
191.13,190.8,11.47
190.83,194.11,7.4739
189.24,197.18,5.7565
189.5,200.5,3.8079
57,69.25,11.877
57.048,70.508,11.118
56.857,71.746,10.124
57.156,73.025,9.3037
57.014,74.268,8.3975
56.75,75.5,7.6035
191.88,186.18,14.186
190.08,187.81,12.069
188.6,189.53,9.9182
186.77,191.15,7.8041
185.18,192.84,5.6647
183.5,194.5,3.5355
205.38,189.25,11.267
206.99,189.02,9.9951
208.59,188.53,8.5573
210.2,188.26,7.2596
211.87,188.59,6.3369
213.5,188.5,5.1478
