163.18,107.86,39.153
148.38,108.82,39.959
132.4,109.36,40.361
118.99,103.61,39.529
102.2,113.51,39.846
88.287,107.74,37.044
163.18,107.86,39.153
165.17,106.5,37.687
167.21,105.22,36.328
169.1,103.72,34.534
171.23,102.57,33.634
173.27,101.3,32.374
88.287,107.74,37.044
70.329,101.37,28.312
72.998,71.526,1.1447
15.35,124.6,6.5574
41.791,64.076,9.3334
19.3,64.3,16.303
173.27,101.3,32.374
191.38,100.03,20.143
190.39,61.343,9.3524
240.68,126.07,5.7614
220.19,62.989,8.413
239.63,64.377,16.375
132,108.06,39.891
132.46,90.391,29.607
131.2,76.448,9.4885
131.77,59.47,-8.0665
129.86,43.94,20.743
131.78,28,18.779
88.287,107.74,37.044
87.096,92.31,25.527
80.188,81.651,11.17
88.966,60.032,-13.249
73.375,52.251,23.632
69.5,38.5,7.9057
173.27,101.3,32.374
176.78,88.417,26.105
177.43,73.832,2.2863
183.83,62.847,-4.3572
185.17,48.112,24.877
190.5,36.5,4.5277
130.98,42.026,14.6
129.26,42.838,17.601
127.86,43.606,10.619
126.12,44.421,14.3
124.6,45.204,10.668
123,46,10
226,82.183,9.6156
228.87,81.169,10.74
225.45,82.898,8.6953
228.75,81.697,10.036
227.44,82.506,9.0541
228,82.5,9.0139
163.18,107.86,39.153
166.85,115.82,33.073
176.57,115.9,26.772
178.6,127.58,18.718
186.86,128.91,16.622
194,132.5,9.0139
131.78,28,18.779
133.35,23.52,15.652
131.56,19.47,13.74
132.76,14.008,9.4467
130.16,10.251,8.2795
130,5.6667,5.6667
90.24,108.43,37.41
86.405,116.37,33.774
80.513,116.85,25.188
77.025,126.25,22.178
70.599,127.57,15.496
65.5,132.5,10.512
239.63,64.377,16.375
242.37,61.517,13.64
245.72,58.999,10.29
247.26,55.19,8.7538
248.95,51.485,7.0576
251.5,48.5,4.5277
19.3,64.3,16.303
16.956,60.656,13.491
11.255,61.289,9.9333
14.405,50.865,8.2707
6.4504,54.632,7.8487
4.5,50.5,4.5277
67.053,95.456,18.724
66.422,87.207,18.968
62.916,89.58,11.019
63.87,79.769,9.8625
60.688,78.791,7.8939
57.5,75.5,4.5277
158.06,108.15,39.408
158.45,98.204,32.55
156.19,91.067,25.911
161.02,82.351,15.081
155.2,72.782,10.583
159.5,65.5,4.5277
131.78,28,18.779
133,27.858,17.732
134.4,28.679,17.103
135.35,26.943,15.338
136.61,27.099,14.488
137.75,26.5,13.259
111.28,108.73,39.383
109.99,100.16,33.522
110.96,93.164,24.857
106.37,85.822,21.091
110.16,76.85,10.534
105.5,70.5,7.5166
131.94,27.499,18.434
130.03,26.792,17.99
129.99,26.513,15.958
128.36,25.033,16.008
127.47,25.037,14.287
126.25,24.5,13.259
201.26,89.707,14.025
200.77,83.627,15.517
202.39,88.637,10.897
201.44,81.706,12.558
202.67,83.091,10.237
203,81.1,9.5189
239.63,64.377,16.375
241.65,65.32,14.367
242.91,67.696,13.077
245.7,67.085,10.315
247.47,68.572,8.5442
249.5,69.5,6.5192
130.98,42.154,14.537
133.05,43.003,17.156
134.16,44.865,9.6115
137.26,44.56,13.135
138.25,46.577,8.9034
139.5,48.333,7.683
236.93,64.74,15.175
235.76,64.121,16.073
234.04,61.645,10.558
232.91,61.154,11.894
231.37,59.301,8.5298
230,58,7.0711
19.894,64.311,16.116
18.241,67.512,14.618
17.778,69.555,10.566
13.78,71.179,9.1983
12.804,73.521,5.9943
10.5,75.5,3.5355
175.16,100.99,31.045
179.63,102.48,26.399
185.47,104.15,20.525
189.48,106.51,16.505
194.88,108.12,11.144
199.5,110.5,6.5192
19.3,64.3,16.303
16.801,65.253,13.819
14.287,66.227,11.286
11.931,67.464,8.9508
9.5155,68.726,6.5294
7.5,70.5,4.5277
74.266,48.488,11.147
74.651,49.092,13.158
70.623,50.719,6.5952
71.252,51.187,9.2196
68.633,52.373,5.3621
67.5,53.5,4.5277
20.569,64.37,15.895
20.019,64.358,17.266
21.332,63.473,14.495
20.671,63.531,16.151
21.358,62.939,14.769
21.5,62.611,14.62
185.65,50.807,10.707
185.52,50.634,16.179
183.83,49.777,6.8391
183.79,49.675,13.285
182.68,48.961,8.971
182,48.5,9.0139
228.27,78.175,10.275
224.4,74.727,9.2888
226.78,77.936,7.7503
222.51,73.966,6.7944
222.9,74.76,5.558
221.5,73.5,4.5277
84.559,105.9,34.724
79.55,109.3,28.604
74.686,109.22,24.781
69.804,113.15,18.68
64.699,113.81,13.72
60,116.5,9.0139
133.87,27.958,17.106
134.67,28.372,16.386
135.44,28.442,15.525
136.21,28.964,14.832
136.98,29.168,14.022
137.75,29.5,13.259
