124.62,71.97,30.824
120.17,84.306,31.792
120.96,101,21.664
127.84,112.98,24.353
122.49,128.2,17.051
123.15,142.24,21.765
124.62,71.97,30.824
140.42,73.714,15.761
162.04,40.826,15.48
169.61,94.871,-3.7958
194.48,64.732,27.33
206.87,82.125,32.125
123.15,142.24,21.765
105.11,154.56,2.1186
101.85,182.55,24.236
80.59,184.35,-0.36281
64.666,214.73,16.925
79.5,232.5,4.5277
123.15,142.24,21.765
141.29,155.71,8.391
153.57,175.69,10.515
161.76,194.91,9.9055
181.3,210.52,13.034
191,229.5,4.0311
206.87,82.125,32.125
207.12,84.746,31.67
207.76,87.417,31.687
207.64,90.072,31.609
206.71,92.661,30.735
206.68,95.321,30.68
123.6,75.297,30.806
104.74,75.403,15.166
82.008,34.526,10.175
68.659,93.712,11.191
58.395,88.099,7.0144
44.935,106.09,5.0011
124.62,71.97,30.824
124.97,64.099,24.739
121.61,56.287,21.146
123.85,48.689,15.586
121.21,40.419,17.734
123.18,32.872,17.583
137.97,156.34,13.723
139.52,155.62,12.138
141.3,154.27,10.075
142.83,153.59,8.522
144.53,152.45,6.6197
146.17,151.5,4.8588
105.23,163.34,12.56
103.06,161.59,9.6184
102.48,161.33,9.5704
100.2,159.47,6.4321
99.087,158.71,5.4135
97.5,157.5,3.5355
101.74,168.29,12.277
98.76,165.92,10.434
99.679,166.63,9.3376
96.435,164.05,7.4435
96.046,163.74,6.0965
94.5,162.5,4.5277
146.15,166.75,11.588
143.88,167.96,11.974
145.07,167.68,9.3422
142.56,168.99,9.9342
142.59,169.2,8.3147
141.59,169.86,7.5918
96.755,175.05,11.912
98.847,176.32,12.362
99.387,176.62,8.0746
101.58,177.96,8.8478
102.65,178.58,6.1496
104.17,179.5,4.8588
94.774,177.65,11.742
93.507,176.92,12.078
91.932,175.94,8.0543
90.685,175.22,8.687
89.214,174.32,6.1256
87.833,173.5,4.8591
90.441,65.702,14.206
90.315,63.67,12.896
87.994,62.296,10.162
88.017,60.218,8.9486
86.433,58.624,6.6926
85.5,56.833,4.8591
87.817,186.82,11.036
89.444,188.44,10.12
89.822,188.83,8.2223
91.535,190.53,7.3732
92.332,191.33,5.8046
93.5,192.5,4.5277
166.46,195.32,10.373
169.27,193.15,12.515
168.51,193.03,5.7224
171.56,190.72,8.4729
172,189.92,4.6773
173.5,188.5,3.5355
206.68,95.321,30.68
202.42,101.93,25.319
193.02,101.97,20.616
189.05,108.89,14.983
183.93,114.41,9.8047
178.5,119.5,4.5277
206.87,82.125,32.125
212.75,76.888,26.35
216.71,69.607,22.608
225.31,67.336,11.557
231.23,62.474,11.524
236.5,56.5,4.5277
206.68,95.321,30.68
212.02,100.9,24.443
216.16,107.18,21.382
225.16,109.91,11.536
226.19,118.8,10.895
232.5,123.5,4.5277
77.473,204.04,9.985
78.75,204.83,9.5594
79.845,205.88,6.9334
81.134,206.65,6.6577
82.29,207.61,4.7698
83.5,208.5,3.5355
123.18,32.872,17.583
124.86,32.557,16.218
126.54,32.242,14.852
128.23,31.926,13.486
129.91,31.611,12.12
131.59,31.296,10.755
123.18,32.872,17.583
121.84,28.8,15.99
124.52,26.013,14.479
124.51,21.745,10.882
125.71,18.31,7.4121
128.5,15.5,4.5277
197.56,76.43,26.246
196.19,69.96,20.197
190.54,67.877,17.576
192.48,58.844,12.088
186.19,56.826,8.5928
182.5,52.5,4.5277
122.53,81.165,29.914
129.34,83.256,25.031
132.9,84.701,18.552
139.6,87.175,14.382
144.39,89.295,8.3348
148.5,93.5,4.5277
44.935,106.09,5.0011
44.648,106.19,4.8816
44.361,106.3,4.7621
44.074,106.41,4.6425
43.787,106.52,4.523
43.5,106.62,4.4035
44.935,106.09,5.0011
45.208,106.77,4.5501
45.481,107.45,4.099
45.754,108.13,3.648
46.027,108.82,3.197
46.3,109.5,2.7459
122.15,87.239,28.469
117.45,88.525,22.986
113.45,89.539,19.963
108.74,90.901,14.427
104.56,92.348,10.663
100.5,94.5,6.5192
154.77,65.945,14.321
155.28,62.352,15.412
155.79,64.681,11.345
156.3,60.682,12.77
156.92,61.079,10.487
157.5,59.7,9.7129
80.345,198.16,10.258
79.02,197.08,9.7088
78.031,196.45,7.5482
76.54,195.52,6.8331
75.548,194.59,5.49
74.5,193.5,4.5277
122.93,33.964,17.588
120.05,33.032,15.761
118.56,32.539,12.793
115.59,31.524,11.079
113.72,30.638,8.5943
111.5,29.5,6.5192
