92.9,96,10.9
121.52,96,-3.1504
150.14,96,16.109
178.76,96,-0.2702
207.38,96,7.8764
236,96,6
92.9,96,10.9
92.525,97.263,10.571
92.199,98.553,10.191
92.087,99.872,9.984
91.996,101.19,10.232
91.85,102.5,10.162
92.9,96,10.9
92.625,95.12,10.687
92.406,94.22,10.25
92.287,93.305,10.544
92.074,92.406,10.259
91.9,91.5,10.211
91.85,102.5,10.162
91.92,103.2,10.091
92.003,103.89,10.015
92.018,104.6,9.9826
91.994,105.3,10.033
92,106,10
91.9,91.5,10.211
91.934,90.4,10.138
92.097,89.304,9.8369
91.946,88.2,10.094
92.014,87.101,10.009
92,86,10
92,106,10
85.004,119.45,-3.3832
66.773,109.02,7.0198
58.061,114.51,1.526
43.761,112.72,3.3278
31.5,113,3.0414
92,86,10
84.902,72.607,-3.3328
68.394,79.464,3.5802
57.249,78.476,2.4864
44.204,77.638,1.7173
31.5,78,2.0616
91.9,91.5,10.211
79.82,91.5,-3.1258
67.74,91.5,4.7476
55.66,91.5,2.4372
43.58,91.5,2.38
31.5,91.5,2.5495
91.85,102.5,10.162
79.78,102.5,-3.1529
67.71,102.5,4.832
55.64,102.5,2.3678
43.57,102.5,2.4029
31.5,102.5,2.5495
92,86,10
93.1,84.9,8.9372
94.2,83.8,7.7903
95.3,82.7,6.7334
96.4,81.6,5.6171
97.5,80.5,4.5277
92,106,10
93.1,107.1,8.9372
94.2,108.2,7.7903
95.3,109.3,6.7334
96.4,110.4,5.6171
97.5,111.5,4.5277
236,96,6
236.3,95.7,5.7096
236.6,95.4,5.4469
236.9,95.1,5.1091
237.2,94.8,4.8306
237.5,94.5,4.5277
236,96,6
236.3,96.3,5.7096
236.6,96.6,5.4469
236.9,96.9,5.1091
237.2,97.2,4.8306
237.5,97.5,4.5277
